Run,BioProject,Reference,Reference_year,Reference_DOI,Organism,Developmental_stage,Project_type,Treatment,Treat_description,Raw_counts,Gene_counted
SRR7347344,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_37,13799865,987921
SRR7347343,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_7,7447515,593654
SRR7347342,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_7,7585510,666756
SRR7347341,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_3,9239430,773473
SRR7347340,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_3,11132408,983762
SRR7347355,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_8,14687170,773036
SRR7347339,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_2,7284863,608158
SRR7347338,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_2,4976724,500503
SRR7347337,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_5,16268605,1032563
SRR7347336,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_5,5825071,607299
SRR7347335,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_4,7384597,677737
SRR7347334,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_4,581092,102775
SRR7347333,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_39,609512,98861
SRR7347332,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_39,10460021,843884
SRR7347331,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_24,14045473,1115364
SRR7347330,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_24,8874055,812072
SRR7347329,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_17,14416925,1219477
SRR7347328,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_17,13822732,712472
SRR7347327,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_26,4011488,382654
SRR7347326,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_26,6186825,530348
SRR7347325,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_25,15018897,1029329
SRR7347324,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_25,14998573,1206752
SRR7347323,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_29,10310240,662474
SRR7347322,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_29,9294799,639419
DRR108013,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,37795865,11200327
DRR108014,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,54762587,18861415
DRR108015,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,26880550,8025892
DRR108016,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,27666679,9235671
DRR108017,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,23670807,6408975
DRR108018,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,31313767,10444585
DRR108019,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,20503551,5854472
DRR108020,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,26669153,7704431
DRR108021,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,24230542,6568754
DRR108022,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,29369911,9896020
DRR108023,PRJDB6468,(Takahashi-Kariyazono et al. 2018),2018,https://doi.org/10.1093/gbe/evy122,Acropora digitifera,adult,fluorescence,not done yet,not done yet,28554947,9551111
s1_S39,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp1.1,1958197,444622
s2_S40,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp1.2,1593332,387500
s3_S41,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp1.3,1597239,371466
s4_S42,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp1.1,1722630,423648
s5_S43,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp1.2,1741424,409282
s6_S44,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp1.3,1871035,373012
s7_S45,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp1.1,2036217,430402
s8_S46,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp1.2,1995718,396394
s9_S47,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp1.3,1984813,396720
s10_S48,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N2.T.tp1.1,1614285,372093
s11_S49,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N2.T.tp1.2,1565480,331714
s12_S50,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N2.T.tp1.3,1626594,314050
s13_S51,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp1.1,2055933,464883
s14_S52,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp1.2,1811572,418834
s15_S53,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp1.3,1829454,388318
s16_S54,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp1.1,2160274,521707
s17_S55,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp1.2,2060292,489364
s18_S56,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp1.3,1975303,466522
s19_S57,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N1.T.tp1.1,1846821,367073
s20_S58,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N1.T.tp1.2,1968296,317955
s21_S59,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N1.T.tp1.3,1834892,350812
s22_S60,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N10.T.tp1.1,2017665,436073
s23_S61,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N10.T.tp1.2,1974437,475976
s24_S62,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N10.T.tp1.3,2302343,490887
s25_S63,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp2.1,2194923,475660
s26_S64,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp2.2,1759327,442377
s27_S65,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.L1.C.tp2.3,1780183,405169
s28_S66,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp2.1,2041330,357301
s29_S67,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp2.2,2093130,399720
s30_S68,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N2.C.tp2.3,2477138,546835
s31_S69,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp2.1,2139418,425492
s32_S70,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp2.2,2431128,500479
s33_S71,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.L1.T.tp2.3,1435315,409994
s34_S72,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N2.T.tp2.1,1519196,425367
s35_S73,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N2.T.tp2.2,1315989,351030
s42_S79,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N2.C.tp2.3,1483523,394603
s43_S80,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.L1.T.tp2.1,1501388,429751
s44_S81,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.L1.T.tp2.2,1070334,242080
s45_S82,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.L1.T.tp2.3,1467744,360246
s46_S83,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp2.1,2237676,525094
s47_S84,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp2.2,2101138,435909
s48_S85,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp2.3,1736242,394880
s49_S86,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp2.1,1762063,475277
s50_S87,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp2.2,1745297,484705
s51_S88,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp2.3,1651105,455886
s52_S89,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp2.1,1739839,475158
s53_S90,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp2.2,2016336,542146
s54_S91,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp2.3,1688136,475798
s55_S92,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp2.1,1996012,475769
s56_S93,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp2.2,1990056,437803
s57_S94,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp2.3,1839557,467059
s58_S95,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp2.1,1424241,383736
s59_S96,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp2.2,1531732,392975
s60_S97,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp2.3,1520521,358803
s61_S98,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N1.T.tp1.1,1707740,436401
s62_S99,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N1.T.tp1.2,1945977,464132
s63_S100,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N1.T.tp1.3,1916296,407440
s64_S101,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N2.T.tp1.1,1974918,415986
s65_S102,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N2.T.tp1.2,1833637,443161
s66_S103,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.L1.T.tp1.1,1407466,379759
s67_S104,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.L1.T.tp1.2,1642402,409555
s68_S105,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N1.C.tp1.1,1785757,434068
s69_S106,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N1.C.tp1.2,1814211,441140
s70_S107,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.L1.C.tp1.1,1958756,451402
s71_S108,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.L1.C.tp1.2,2367021,557953
s72_S109,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.L1.C.tp1.3,1912157,424138
s73_S110,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.L1.T.tp1.3,1842239,449270
s74_S111,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N1.C.tp1.3,1595308,392315
s75_S112,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N2.T.tp1.3,1712434,367928
s76_S113,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N2.C.tp1.1,2019040,411289
s77_S114,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N2.C.tp1.2,1947679,367061
s78_S115,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N2.C.tp1.3,1797401,380011
s79_S116,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N10.T.tp1.1,1898597,433672
s80_S117,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N10.T.tp1.2,1904693,427468
s81_S118,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,cold,Ch.N10.T.tp1.3,1714392,418624
s82_S119,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N10.C.tp1.1,1726058,484468
s83_S120,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N10.C.tp1.2,1655538,419769
s84_S121,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ch.N10.C.tp1.3,1813624,411445
s85_S122,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N2.T.tp1.1,2078244,380133
s86_S123,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N2.T.tp1.2,1722319,331225
s87_S124,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N2.T.tp1.3,1751880,337445
s88_S125,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp1.1,1882911,370175
s89_S126,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp1.2,1835480,385597
s90_S127,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N10.T.tp1.3,1718149,379788
s91_S128,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N2.C.tp1.1,1570305,385708
s92_S129,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N2.C.tp1.2,1684534,383501
s93_S130,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N2.C.tp1.3,1951277,405204
s94_S131,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp1.1,1704214,333235
s95_S132,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp1.2,1675927,366090
s96_S133,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N1.C.tp1.3,1938342,459568
s97_S134,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp1.1,1943512,386658
s98_S135,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp1.2,1278332,310865
s99_S136,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.N1.T.tp1.3,1307530,314060
s100_S137,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp1.1,1256021,367485
s101_S138,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp1.2,1682870,437624
s102_S139,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.N10.C.tp1.3,2030614,509766
s104_S140,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.L1.T.tp1.2,1618932,333327
s105_S141,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,low_salinity,Ls.L1.T.tp1.3,1632229,346921
s106_S142,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp1.1,2608133,557874
s107_S143,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp1.2,1518838,363891
s108_S144,PRJNA559404,NA,NA,NA,Acropora millepora,adult,salinity,control,Ls.L1.C.tp1.3,1505392,369959
s110_S145,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N10.C.tp1.2,1308852,343584
s111_S146,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N10.C.tp1.3,1394730,337470
s112_S147,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N10.T.tp1.1,1483434,333576
s113_S148,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N10.T.tp1.2,1488100,350267
s114_S149,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N10.T.tp1.3,1393061,280997
s115_S150,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N10.T.tp1.1,1584864,348565
s116_S151,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N10.T.tp1.2,1761860,404737
s117_S152,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N10.T.tp1.3,1763236,418126
s118_S153,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N10.T.tp1.1,1583206,327387
s119_S154,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N10.T.tp1.2,1754158,355243
s120_S155,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N10.T.tp1.3,1682731,330219
s121_S156,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.L1.T.tp1.1,1786906,417453
s122_S157,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.L1.T.tp1.2,3047294,595254
s123_S158,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.L1.T.tp1.3,3020379,675010
s125_S159,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N2.T.tp1.2,1218904,326284
s126_S160,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N2.T.tp1.3,1383837,343062
s127_S161,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp1.1,1341863,346915
s128_S162,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp1.2,1482670,378710
s129_S163,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp1.3,1419878,374720
s130_S164,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp1.1,1679538,408564
s131_S165,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp1.2,1380702,378220
s132_S166,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp1.3,1490641,404898
s133_S167,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N1.T.tp1.1,1253200,284938
s134_S168,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N1.T.tp1.2,1147966,262255
s135_S169,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht2.N1.T.tp1.3,1179931,273985
s136_S170,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.L1.T.tp1.1,1277301,222850
s137_S171,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.L1.T.tp1.2,1432802,359957
s138_S172,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.L1.T.tp1.3,1572482,404347
s139_S173,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp1.1,1669139,369095
s140_S174,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp1.2,1491696,327892
s141_S175,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp1.3,1428365,392322
s142_S176,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp1.1,1565779,419652
s143_S177,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp1.2,1666772,467884
s144_S178,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp1.3,1738886,438305
s145_S179,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp1.1,2007401,486078
s146_S180,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp1.2,1852586,433022
s147_S181,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp1.3,1845215,483489
s148_S182,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp1.1,1698817,464093
s149_S183,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp1.2,1169629,337487
s150_S184,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp1.3,1403782,317348
s151_S185,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp2.1,1385674,351286
s152_S186,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp2.2,1909921,472127
s153_S187,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N1.T.tp2.3,1899605,509146
s154_S188,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp2.1,1995404,482518
s155_S189,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp2.2,1696665,444094
s156_S190,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.L1.C.tp2.3,1875259,502816
s157_S191,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp2.1,1365108,365508
s158_S192,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp2.2,1191606,312519
s159_S193,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.N2.T.tp2.3,1329549,368131
s160_S194,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp2.1,2368154,514566
s161_S195,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp2.2,1904157,451292
s162_S196,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N2.C.tp2.3,1808128,417701
s163_S197,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp2.1,1999283,463548
s164_S198,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp2.2,1623823,395311
s165_S199,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,control,Tw.N1.C.tp2.3,1764076,455846
s166_S200,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp2.1,1747627,448952
s167_S201,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp2.2,1677014,440459
s168_S202,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,cold_then_heat,CtH.L1.T.tp2.3,1910052,403162
s169_S203,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N2.T.tp1.1,2135972,453960
s170_S204,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N2.T.tp1.2,2012780,442077
s171_S205,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N2.T.tp1.3,2521670,563635
s172_S206,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N1.T.tp1.1,1803808,398131
s173_S207,PRJNA559404,NA,NA,NA,Acropora millepora,adult,multiple,heat_then_cold,HtC.N1.T.tp1.2,1478201,363707
s176_S208,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N10.T.tp2.2,1743188,454464
s177_S209,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,heat,Ht1.N10.T.tp2.3,1420446,344683
s181_S210,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp2.1,1894762,405127
